Modern name,Designation,Address,Constellation,Right ascension,Declination,Apparent magnitude (V),Spectral type,Apparent magnitude (R),Apparent magnitude (J),Apparent magnitude (H),Apparent magnitude (K),Proper motion (μ),Parallax (π),Distance,Absolute magnitude (MV),Mass,Radius,Luminosity,Surface gravity (log g),Temperature,Metallicity [Fe/H],Age,SIMBAD,U−B color index,B−V color index,Variable type,Radial velocity (Rv),Rotational velocity (v sin i),Pronunciation,Period (P),Semi-major axis (a),Eccentricity (e),Inclination (i),Longitude of the node (Ω),Periastron epoch (T),Argument of periastron (ω)(secondary),Companion,Primary,Semi-amplitude (K1)(primary),R−I color index,Metallicity,Evolutionary stage,Luminosity (bolometric),Exoplanet Archive,V−R color index,Component,Epoch of observation,Angular distance,Position angle,Rotation,ARICNS,Extrasolar PlanetsEncyclopaedia,U−B colour index,B−V colour index,Argument of periastron (ω)(primary),Semi-amplitude (K2)(secondary),Absolute bolometricmagnitude (Mbol),Apparent magnitude (B),Note (category: variability):,Apparent magnitude (G),Apparent magnitude (U),Apparent magnitude (I),"Luminosity (visual, LV)",Discovered by,Discovery date,Detection method,Alternative names,Semi-major axis,Eccentricity,Orbital period (sidereal),Inclination,Star,Mean radius,Surface gravity,J−H color index,J−K color index,Discovery site,Mean density,Observed separation(projected),Equatorial [ g ]
Skat,δ Aquarii A,https://en.wikipedia.org/wiki/Skat_(star),Aquarius,22h 54m 39.0125s,−15° 49′ 14.953″,3.28,A3Vp,,,,,RA: -38.904 mas/yr Dec.: -33.027 mas/yr,28.7936 ± 0.7289 mas,113 ± 3 ly (34.7 ± 0.9 pc),−0.17,2.51 M☉,2.4 R☉,48 L☉,3.73 cgs,"8,650 K",–0.21 dex,0.3 Gyr,data,+0.08,+0.05,,+18.0 km/s,81 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solaris,BD+14 4559,https://en.wikipedia.org/wiki/BD%2B14_4559,Pegasus,21h 13m 35.9901s,+14° 41′ 21.7846″,9.78,K2V,,,,,RA: 233.993±0.057 mas/yr Dec.: −0.275±0.056 mas/yr,20.2337 ± 0.0345 mas,161.2 ± 0.3 ly (49.42 ± 0.08 pc),6.14,0.82±0.02 M☉,0.78±0.02 R☉,0.32±0.01 L☉,4.57±0.03 cgs,"4,948±25 K",0.10±0.07 dex,6.9±4.2 Gyr,data,,1.611±0.218,,−44.30±0.30 km/s,,,,,,,,,,,,,0.50,,,0.4786 L☉,data,0.68,,,,,,,data,,,,,5.56,,,,,,,,,,,,,,,,,,,,,,,
Spica,α Virginis Aa,https://en.wikipedia.org/wiki/Spica,Virgo,13h 25m 11.579s,−11° 09′ 40.75″,+0.97 (0.97–1.04),B1V (B1III-IV + B2V),,,,,RA: −42.35±0.62 mas/yr Dec.: −30.67±0.37 mas/yr,13.06 ± 0.70 mas,250 ± 10 ly (77 ± 4 pc),−3.55 (−3.5/−1.5),7.21±0.75 M☉,3.74±0.53 R☉,"2,254+1,166−768 L☉",4.15±0.15 cgs,"20,900±800 K",,12.5 Myr,data,−0.94,−0.23,β Cep + Ellipsoidal,+1.0 km/s,58.8±1.5 km/s,/ˈspaɪkə/ or /ˈspiːkə/,4.0145±0.0001 d,28.20±0.92 R☉,0.133±0.017,63.1±2.5°,,"2,454,189.4±0.02",255.6±12.2°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterrennacht,HAT-P-6,https://en.wikipedia.org/wiki/HAT-P-6,Andromeda,23h 39m 05.8103s,+42° 27′ 57.505″,+10.47,F8V,,,,,RA: −20.202(18) mas/yr Dec.: 2.996(18) mas/yr,3.6459 ± 0.0221 mas,895 ± 5 ly (274 ± 2 pc),+3.36(16),1.29 ± 0.06 M☉,1.46 ± 0.06 R☉,3.57+0.52−0.43 L☉,4.22 ± 0.03 cgs,"6,570 ± 80 K",–0.13 ± 0.08 dex,2.3+0.5−0.7 Gyr,data,,0.41,planetary transit,−22.13(44) km/s,8.7 ± 1.0 km/s,,,,,,,,,,,,,,,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stribor,HD 75898,https://en.wikipedia.org/wiki/HD_75898,Lynx,08h 53m 50.8053s,+33° 03′ 24.5230″,8.03,F8V,,,,,RA: −95.126±0.070 mas/yr Dec.: −28.672±0.052 mas/yr,12.7836 ± 0.0493 mas,255.1 ± 1.0 ly (78.2 ± 0.3 pc),3.49,1.26±0.23 M☉,1.58±0.11 R☉,2.9±0.3 L☉,4.16±0.15 cgs,6021±50 K,0.27±0.05 dex,3.8+1.8−0.8 Gyr,data,,,,21.695±0.0022 km/s,4.54±0.5 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sualocin,α Delphini Aa,https://en.wikipedia.org/wiki/Sualocin,Delphinus,20h 39m 38.28720s,+15° 54′ 43.4637″,+3.777 (3.86 + 6.43),B9 IV,,,,,RA: 53.82 ± 0.43 mas/yr Dec.: 8.47 ± 0.31 mas/yr,12.85 ± 0.44 mas,254 ± 9 ly (78 ± 3 pc),−0.4,1.49±0.12 M☉,3.92 R☉,,3.93 cgs,"11,643 K",,227 Myr,data,−0.205,−0.061,,−3.40 km/s,144 km/s,,29.9873±0.0021 d,"0.0003587±0.000010""(0.281±0.008 AU)",0.0761±0.0012,22.11±0.61°,359.97±0.65°,JD58762.84,166.43±1.27°,Ab2 (Bb),Ab1 (Ba),,,,,,,,,,,,,,,,,,21.19±0.18 km/s,,,,,,,,,,,,,,,,,,,,,,,,
Subra,ο Leonis Aa,https://en.wikipedia.org/wiki/Subra,Leo,09h 41m 09.03s,"+09° 53' 32.30""",+3.52,F8-G0III + A7m,,,,,RA: -143.20 mas/yr Dec.: -37.20 mas/yr,25.03 ± 0.22 mas,135 ly (41.4±0.1 pc),+0.51,1.87±0.01 M☉,2.2±0.3 R☉,15.4±1.0 L☉,,"7,600±400 K",,800(estimate) Myr,data,0.21,0.49,,,,,14.498064±0.000009 days,4.46±0.01 mas,0,57.6±0.1°,191.4±0.1°,TJD 10629.831±0.003,,Ab,Aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suhail,λ Velorum,https://en.wikipedia.org/wiki/Suhail,Vela,09h 07m 59.75787s,−43° 25′ 57.3273″,2.21 (2.14–2.30),K4 Ib,,,,,RA: −24.01 mas/yr Dec.: +13.52 mas/yr,5.99 ± 0.11 mas,545 ± 10 ly (167 ± 3 pc),−3.99,7 ± 1 M☉,210 R☉,"7,900 L☉",0.6 cgs,"3,800–4,000 K",+0.06 dex,31.6 ± 1.7 Myr,data,+1.80,+1.65,LC,+18.4 km/s,6.7 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulafat,γ Lyrae,https://en.wikipedia.org/wiki/Sulafat,Lyra,18h 58m 56.62241s,+32° 41′ 22.4003″,3.261,B9 III,,,,,RA: –3.09 mas/yr Dec.: +1.11 mas/yr,5.26 ± 0.27 mas,620 ± 30 ly (190 ± 10 pc),−3.14,5.76 M☉,15.40 R☉,"2,430 L☉",4.06 cgs,"10,000 K",+0.15 dex,,data,–0.125,–0.047,,–21.1 km/s,71–72 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrma,ι Virginis,https://en.wikipedia.org/wiki/Syrma,Virgo,14h 16m 00.86951s,−06° 00′ 01.9633″,4.08,F7IV-V,,,,,RA: -26.31 mas/yr Dec.: -419.38 mas/yr,44.97 ± 0.19 mas,72.5 ± 0.3 ly (22.24 ± 0.09 pc),2.4,0.6 ± 0.2 M☉,2.5 R☉,8.7 L☉,3.94 cgs,6282 K,−0.11 dex,,data,+0.02,+0.52,,12.51 ± 0.18 km/s,16 km/s,,55 yr,0.830 ± 0.020″,0.1 ± 0.2,60 ± 9°,3 ± 20°,1950.7 ± 2.7,336 ± 27°,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tabit,π3 Orionis,https://en.wikipedia.org/wiki/Tabit,Orion,04h 49m 50.41091s,+06° 57′ 40.5883″,3.16,F6 V,,,,,RA: 464.06 mas/yr Dec.: 11.21 mas/yr,123.94 ± 0.17 mas,26.32 ± 0.04 ly (8.07 ± 0.01 pc),3.65,1.236 M☉,1.323 ± 0.004 R☉,2.822 ± 0.030 L☉,4.4 cgs,"6,516 ± 19 K",0.02 dex,1.4 Gyr,data,+0.00,+0.46,Suspected,24.1 km/s,17 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiyangshou,χ Ursae Majoris,https://en.wikipedia.org/wiki/Taiyangshou,Ursa Major,11h 46m 3.01407s,+47° 46′ 45.8626″,3.72,K0.5 IIIb,,,,,RA: −138.29 mas/yr Dec.: 28.57 mas/yr,17.76 ± 0.16 mas,184 ± 2 ly (56.3 ± 0.5 pc),0.10±0.02,1.49 M☉,20.8±0.8 R☉,158 L☉,2.2 cgs,"4,416±9 K",−0.44 dex,,data,+1.16,+1.18,,−9.02±0.20 km/s,2.3 km/s,,,,,,,,,,,,,,Horizontal branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiyi,8 Draconis,https://en.wikipedia.org/wiki/Taiyi_(star),Draco,12h 55m 28.550015s,+65° 26′ 18.5079″,5.225,F1VmA7(n),,,,,RA: −4.235 mas/yr Dec.: −30.174 mas/yr,34.0276 ± 0.0922 mas,95.9 ± 0.3 ly (29.39 ± 0.08 pc),2.90,1.56 M☉,1.50 R☉,5.75 L☉,4.01 cgs,"7,129 K",−0.14 dex,250±200 Myr,data,,0.303±0.005,Gamma Doradus,+9.0 km/s,119.6 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talitha,ι Ursae Majoris Aa,https://en.wikipedia.org/wiki/Talitha_(star),Ursa Major,08h 59m 12.45362s,+48° 02′ 30.5741″,3.14/10.1/10.3,F0IV-V + M3V + M4V,,,,,RA: -441.29 mas/yr Dec.: -215.32 mas/yr,68.92 ± 0.16 mas,47.3 ± 0.1 ly (14.51 ± 0.03 pc),+2.31,0.30 ± 0.05 M☉,,9.87 L☉,4.30 ± 0.07 cgs,7260 ± 70 K,,620 Myr,ι UMa,+0.08,+0.19,Suspected,+9.0 km/s,154 km/s,,2084 ± 15 yr,16.7 ± 0.3″,0.90 ± 0.02,54 ± 4°,134 ± 2°,B 2029 ± 1,23 ± 5°,ι UMa BC,ι UMa A,,,,,,,,,,,,,ι UMa A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangra,WASP-21,https://en.wikipedia.org/wiki/WASP-21,Pegasus,23h 09m 58.25s,+18° 23′ 45.9″,11.58 ± 0.08,G3V,,,,,RA: 17.597 ± 0.074  mas/yr Dec.: 18.867 ± 0.05  mas/yr,3.8412 ± 0.0427 mas,849 ± 9 ly (260 ± 3 pc),4.97,0.89 ± 0.071 M☉,1.136 ± 0.049 R☉,,4.277 ± 0.025 cgs,5800 ± 100 K,-0.46 ± 0.11  dex,12 ± 5 Gyr,data,,,,-89.45  km/s,1.5 ± 0.6  km/s,,,,,,,,,,,,,-0.4 ± 0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tania Australis,μ Ursae Majoris A,https://en.wikipedia.org/wiki/Tania_Australis,Ursa Major,10h 22m 19.73976s,+41° 29′ 58.2691″,+3.06,M0 IIIab,,,,,RA: –81.47 mas/yr Dec.: +35.34 mas/yr,17.7987 ± 0.3933 mas,183 ± 4 ly (56 ± 1 pc),−1.11±0.083,0.96 M☉,75 R☉,"977–1,200 L☉",1.0 cgs,"3,899 K",+0.00 dex,,data,+1.90,+1.59,suspected,−21.30±1.66 km/s,7.5 km/s,,230.089 days,0.0028″,0.061,13.6°,,2425577.030 JD,236.4°,,,7.40 km/s,,,AGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tania Borealis,λ Ursae Majoris A,https://en.wikipedia.org/wiki/Tania_Borealis,Ursa Major,10h 17m 05.78287s,+42° 54′ 51.6808″,+3.45,A2 IV,,,,,RA: –180.65 mas/yr Dec.: –46.07 mas/yr,23.72 ± 0.78 mas,138 ± 5 ly (42 ± 1 pc),+0.10,2.11 M☉,2.3 R☉,37 L☉,3.76±0.14 cgs,"9,247±314 K",+0.20 dex,380 Myr,data,+0.06,+0.03,,+18.1 km/s,50 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapecue,HD 63765,https://en.wikipedia.org/wiki/HD_63765,Carina,07h 47m 49.719s,−54° 15′ 50.93″,8.10,G9V,,6.768,6.442,6.316,RA: 147.67 ± 0.66 mas/yr Dec.: −279.19 ± 0.71 mas/yr,30.07 ± 0.56 mas,108 ± 2 ly (33.3 ± 0.6 pc),5.537,0.85 ± 0.03 M☉,0.84 ± 0.02 R☉,0.58 ± 0.01 L☉,4.51 ± 0.04 cgs,5483 ± 421 K,−0.16 dex,7.2 ± 3.6 Gyr,data,,0.75,,22.1 km/s,,,,,,,,,,,,,,,,,data,,,,,,26.7±6.7 d,,data,,,,,,8.85,,,,,,,,,,,,,,,,,,,,,,
Tarazed,γ Aquilae,https://en.wikipedia.org/wiki/Tarazed,Aquila,19h 46m 15.58029s,+10° 36′ 47.7408″,2.712,K3 II,,,,,RA: +16.99 mas/yr Dec.: −2.98 mas/yr,8.26 ± 0.17 mas,395 ± 8 ly (121 ± 2 pc),−3.38+0.24−0.22,3.51±0.23 M☉,91.81+2.19−2.12 R☉,"2,146±139 L☉",1.52 cgs,"4,098±56 K",–0.29 dex,270±40 Myr,data,+1.720,+1.500,,−2.79 km/s,8 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarf,β Cancri A,https://en.wikipedia.org/wiki/Tarf,Cancer,08h 16m 30.9206s,+09° 11′ 07.961″,3.50 - 3.58,K4III Ba1,,,,,RA: −46.80 mas/yr Dec.: −48.65 mas/yr,11.23 ± 0.97 mas,290 ± 30 ly (89 ± 8 pc),−1.218,,61 R☉,871 L☉,1.5 cgs,"3,990 K",,,data,+1.77,+1.48,Suspected,22.94 km/s,6.9 km/s,,,,,,,,,,,,,−0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taygeta,19 Tauri Aa,https://en.wikipedia.org/wiki/Taygeta,Taurus,03h 45m 12.49578s,24° 28′ 02.2097″,4.30,B6IV + ?,,,,,RA: 21.24 ± 0.38 mas/yr Dec.: -40.56 ± 0.35 mas/yr,7.97 ± 0.33 mas,440 ly (135 pc),,3.2 M☉,,150 L☉,,,,,data,-0.48,-0.12,,10.1 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tegmine,ζ1 Cancri A,https://en.wikipedia.org/wiki/Tegmine,Cancer,08h 12m 12.7s,+17° 38′ 52″,+5.58/+5.99/+6.12,F7V + F9V + G0V,,,,,,,83.4 ± 2.9 ly(25.6 ± 0.9 pc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tejat,μ Geminorum Aa,https://en.wikipedia.org/wiki/Tejat,Gemini,06h 22m 57.62686s,+22° 30′ 48.8979″,2.75 - 3.02,M3 III,,,,,RA: +56.39 mas/yr Dec.: –110.03 mas/yr,14.08 ± 0.71 mas,230 ± 10 ly (71 ± 4 pc),−1.42,2.1 M☉,80 R☉104±8 R☉,"1,148 L☉",0.82 cgs,"3,460 K",−0.03 dex,,data,+1.924,+1.643,LB,+54.38±0.24 km/s,8.4 km/s,,,,,,,,,,,,,,asymptotic giant branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terebellum,ω Sagittarii A,https://en.wikipedia.org/wiki/Terebellum_(star),Sagittarius,19h 55m 50.36255s,−26° 17′ 57.6933″,4.70,G5 IV,,,,,RA: 203.96 mas/yr Dec.: 74.40 mas/yr,42.7159 ± 0.5538 mas,76.4 ± 1.0 ly (23.4 ± 0.3 pc),2.64,1.52+0.08−0.06 M☉,2.87+0.37−0.34 R☉,7.1±0.1 L☉,3.64±0.05 cgs,"5,499±91 K",0.06±0.06 dex,3.00+0.13−0.61 Gyr,data,+0.32,+0.748±0.015,,−16.22±0.43 km/s,5.6 km/s,,"1,712.74±0.29 d",≥ 1.1044 ± 0.0051 AU,0.8200±0.0012,,,57549.31±0.20 HJD,141.17±0.33°,,,12.255±0.041 km/s,+0.37,,subgiant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tevel,HAT-P-9,https://en.wikipedia.org/wiki/HAT-P-9,Auriga,07h 20m 40.4565s,+37° 08′ 26.343″,12.34 ± 0.27,F,,11.274 ± 0.022,11.04 ± 0.03,11.015 ± 0.021,RA: −9.796(16) mas/yr Dec.: −13.029(14) mas/yr,2.1626 ± 0.0140 mas,"1,508 ± 10 ly (462 ± 3 pc)",,1.28 ± 0.13 M☉,1.32 ± 0.07 R☉,,4.29 ± 0.03 cgs,6253 ± 84 K,0.16 ± 0.09 dex,1.6 +1.8−1.4 Gyr,data,,,planetary transit,,13.4 ± 1.4 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.35 ± 0.23,,,,,,,,,,,,,,,,,,,,,,"201,21 m/s2"
Thabit†,υ Orionis,https://en.wikipedia.org/wiki/%CE%A5_Orionis,Orion,05h 31m 55.86019s,−07° 18′ 05.5371″,+4.618±0.013,B0V or O9.7Ⅴ,,,,,RA: −0.10 mas/yr Dec.: −4.87 mas/yr,1.14 ± 0.25 mas,"approx. 2,900 ly (approx. 900 pc)",−3.8,16.6 M☉,7.5 R☉,"43,974 L☉",4.30±0.05 cgs,"33,400±200 K",,4.5 Myr,data,−1.068±0.008,−0.264±0.007,suspected β Cep,+17.4 km/s,20±2 km/s,,,,,,,,,,,,,+0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theemin,υ2 Eridani,https://en.wikipedia.org/wiki/Theemin,Eridanus,04h 35m 33.03834s,−30° 33′ 44.4297″,3.804,G8+ III,,,,,RA: −49.27 mas/yr Dec.: −12.72 mas/yr,15.25 ± 0.19 mas,214 ± 3 ly (65.6 ± 0.8 pc),−0.27,,16 R☉,138 L☉,2.77±0.07 cgs,"5,074±30 K",0.04±0.03 dex,,data,+0.740,+0.968,,−4.0±0.9 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuban,α Draconis A,https://en.wikipedia.org/wiki/Thuban,Draco,14h 04m 23.3500s,64° 22′ 33.062″,3.67,A0IV + A1V,,,,,RA: −56.34 mas/yr Dec.: 17.21 mas/yr,10.76 ± 0.17 mas,303 ± 5 ly (93 ± 1 pc),−1.20,2.431 M☉,2.326 R☉,47.5 L☉,4.090 cgs,9930 K,,345 Myr,data,−0.08,−0.049±0.005,suspected Maia,−13.0 km/s,168 km/s,,51.417350 d,5.52 mas,0.43,85.4°,252.6°,JD 2453498.8,22.4°,,,48.512 km/s,,,,,,,,,,,,,,,,,63.58 km/s,,,,,,,,,,,,,,,,,,,,,,,,
Tiaki,β Gruis,https://en.wikipedia.org/wiki/Tiaki,Grus,22h 42m 40.05027s,−46° 53′ 04.4752″,2.146 (2.0 - 2.3),M5 III,,,,,RA: +135.16 mas/yr Dec.: −4.38 mas/yr,18.43 ± 0.42 mas,177 ± 4 ly (54 ± 1 pc),−1.61±0.052,2.4 M☉,180 R☉,"2,500 L☉",0.4 cgs,"3,480 K",0.0 dex,,data,+1.757,+1.620,SRb,+1.6 km/s,,,,,,,,,,,,,,,AGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianguan,ζ Tauri A,https://en.wikipedia.org/wiki/Tianguan,Taurus,05h 37m 38.68542s,+21° 08′ 33.1588″,3.010 (2.88–3.17),B2 IIIpe,,,,,RA: +1.78 mas/yr Dec.: −20.07 mas/yr,7.33 ± 0.82 mas,approx. 440 ly (approx. 140 pc),−2.67,0.94 M☉,5.5 R☉,"4,169 L☉",,"15,500 K",,22.5 ± 2.6 Myr,data,−0.749,−0.164,γ Cas,+20 km/s,125 km/s,,132.987 d,1.17 AU,0.0 (assumed),92.8°,−58.0°,"2,447,025.6 HJD",0.0 (assumed)°,,,7.43 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianyi,7 Draconis,https://en.wikipedia.org/wiki/Tianyi_(star),Draco,12h 47m 34.34473s,+66° 47′ 25.0977″,5.43,K5 III,,,,,RA: 6.674 mas/yr Dec.: −6.498 mas/yr,4.1601 ± 0.1056 mas,780 ± 20 ly (240 ± 6 pc),−1.35,,67 R☉,"1,024.45 L☉",,"3,945 K",,,data,,1.567±0.006,,+11.33 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timir,HD 148427,https://en.wikipedia.org/wiki/HD_148427,Ophiuchus,16h 28m 28.151s,–13° 23′ 58.69″,6.903,K0IV,,5.299,4.875,4.682,RA: –37.74 ± 0.76 mas/yr Dec.: 2.81 ± 0.51 mas/yr,16.94 ± 0.60 mas,193 ± 7 ly (59 ± 2 pc),3.039,136.5+37.2−33.7 MJup,3.22 ± 0.2 R☉,6.06 L☉,3.75 cgs,5052 ± 44 K,0.154 ± 0.04 dex,2.5 Gyr,data,,0.936,,,,,331.5 ± 3.0 d(0.9076 yr),0.93 ± 0.01 AU,0.16 ± 0.08,0.5120+0.1635−0.1082°,,,,HD 148427 b,HD 148427,,,,,,data,,,,,,,,data,,,,,,7.839,,,,,,,,,,,,,,,,,,,,,,
Titawin,υ Andromedae A,https://en.wikipedia.org/wiki/Titawin,Andromeda,01h 36m 50.40476s,+41° 23′ 32.1228″,4.10,F8V + M4.5V,,,,,RA: −172.437±0.031 mas/yr Dec.: −383.824±0.027 mas/yr,74.1815 ± 0.0356 mas,43.97 ± 0.02 ly (13.480 ± 0.006 pc),3.44±0.02,0.2 M☉,1.480±0.087 R☉,3.57 L☉,4.0±0.1 cgs,"6,213±44 K",0.09±0.06 dex,3.12 ± 0.2 Gyr,data,0.06,0.54,,−28.59±0.08 km/s,9.5±0.8 km/s,,,,,,,,,,,,0.30,,,,,0.30,,,,,7.3±0.04 d,,data,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,
Tojil,WASP-22,https://en.wikipedia.org/wiki/WASP-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toliman,α Centauri B,https://en.wikipedia.org/wiki/Toliman,Centaurus,14h 39m 35.06311s,−60° 50′ 15.0992″,+1.33,K1V,,,,,RA: −3614.39 mas/yr Dec.: +802.98 mas/yr,750.81 ± 0.38 mas,4.344 ± 0.002 ly (1.3319 ± 0.0007 pc),5.71,0.9092±0.0025 M☉,0.8591±0.0036 R☉,0.4981±0.0007 L☉,4.37 cgs,"5,260 K",0.23 dex,5.3±0.3 Gyr,AB,+0.68,+0.88,,−18.6±1.64 km/s,1.1±0.8 km/s,,79.762±0.019 yr,17.493±0.0096″,0.51947±0.00015,79.243±0.0089°,205.073±0.025°,1875.66±0.012,231.519±0.027°,B,A,,,,,,data,,,,,,36.7±0.3 d,data,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonatiuh,HD 104985,https://en.wikipedia.org/wiki/Tonatiuh_(star),Camelopardalis,12h 05m 15.11770s,+76° 54′ 20.6385″,5.78,G8.5IIIb,,,,,RA: 147.071 mas/yr Dec.: –92.204 mas/yr,9.9146 ± 0.0706 mas,329 ± 2 ly (100.9 ± 0.7 pc),0.85,1.22±0.05 M☉,10.64±0.29 R☉,51±1 L☉,2.43±0.06 cgs,"4,685±15 K",−0.36±0.02 dex,4.39±0.54 Gyr,data,,1.029±0.005,,−20.20±0.16 km/s,,,,,,,,,,,,,,,Horizontal branch,,,,,,,,,,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torcular,ο Piscium A,https://en.wikipedia.org/wiki/Torcular,Pisces,01h 45m 23.63185s,+09° 09′ 27.8530″,4.27,K0 III,,,,,RA: +72.98 mas/yr Dec.: +39.30 mas/yr,11.67 ± 0.67 mas,280 ± 20 ly (86 ± 5 pc),−0.22,3.03 M☉,14.57 R☉,132 L☉,2.57 cgs,"5,004 K",0.10 dex,390 Myr,data,+0.736,+0.959,,,2.88 km/s,,,,,,,,,,,,,,Horizontal branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuiren,HAT-P-36,https://en.wikipedia.org/wiki/HAT-P-36,Canes Venatici,12h 33m 03.9061s,+44° 54′ 55.196″,12.26,G,,,,,RA: −11.622(8) mas/yr Dec.: 8.138(10) mas/yr,3.4055 ± 0.0110 mas,958 ± 3 ly (293.6 ± 0.9 pc),,1.022 ± 0.049 M☉,1.096 ± 0.056 R☉,,,5580 ± 100.0 K,0.26 ± 0.08 dex,6.6 ± 1.8 Gyr,data,,,,−16.434 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tupã,HD 108147,https://en.wikipedia.org/wiki/HD_108147,Crux,12h 25m 46.2673s,−64° 01′ 19.516″,6.994,F8/G0V,,,,,RA: −182.635±0.030 mas/yr Dec.: −60.724±0.027 mas/yr,25.84 ± 0.31 mas,126 ± 2 ly (38.7 ± 0.5 pc),,1.27±0.02 M☉,,1.93 L☉,4.59±0.15 cgs,6265±40 K,0.2±0.06 dex,2.17 Gyr,data,,0.537,,,5.13 km/s,,,,,,,,,,,,,,,,data,,,,,,8.7 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tupi,HD 23079,https://en.wikipedia.org/wiki/HD_23079,Reticulum,03h 39m 43.0961s,−52° 54′ 57.0161″,7.12,F9.5V,,,,,RA: −192.877±0.060 mas/yr Dec.: −92.103±0.062 mas/yr,29.8583 ± 0.0309 mas,109.2 ± 0.1 ly (33.49 ± 0.03 pc),4.47,1.01±0.02 M☉,1.08±0.02 R☉,1.372±0.005 L☉,4.37±0.04 cgs,"6,003±36 K",−0.12±0.01 dex,5.1±1.0 Gyr,data,,0.583±0.009,,+0.648±0.0004 km/s,1.281±0.160 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tureis,ρ Puppis A,https://en.wikipedia.org/wiki/Tureis,Puppis,08h 07m 32.64882s,−24° 18′ 15.5679″,2.78 (2.68 – 2.87),F5IIkF2IImF5II,,,,,RA: –83.35 mas/yr Dec.: +46.23 mas/yr,51.33 ± 0.15 mas,63.5 ± 0.2 ly (19.48 ± 0.06 pc),1.41,1.85 M☉,3.41 R☉,22 L☉,3.70 cgs,"6,920 K",0.35 dex,2 Gyr,data,+0.17,+0.40,δ Sct,+46.1 km/s,15 km/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
